objectid,parentid,title,creator,date,year_started,year_gone,valuation,architect,contractor,alternate_names,description,buildings_present,day_book_excerpt,subject,location,latitude,longitude,filename,original_filename,source,identifier,format,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text
buildingprofile0036,,Power Station,,,1891,1912,2500,Foster & Liebbe,W.B. Christy; Jackson & Moss,Power House; Boiler House; Pumping Station,"The Power Station was built in 1891 as a boiler house, with an addition in 1897 that expanded it to include a pumping station as part of the campus water system. Additional boilers and expansions were added in 1899 and 1902. The building housed the electrical generating plant and pumping station and served as a laboratory for the Mechanical Engineering Department. The Power Station was removed in 1912 to make room for the new Mechanical Engineering Building.",,,,Power Station; Ames; Iowa,42.0258543,-93.65069259,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones231_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones231_c001_th.jpg,
buildingprofile0037,,Creamery (First),,,1879;1882,1927,700,,,Farm Foreman's Cottage; Teamster's Cottage No. 1,"The first Creamery was built in 1879, with an addition in 1882 that included a creamery, ice house, and cold storage building. The building was moved and remodeled in 1891 to serve as the farm foreman’s residence and a boarding house for farm workmen. The first Creamery was razed in 1927 to make way for the Dairy Industries Building.",,,,First Creamery; Ames; Iowa,42.02721493,-93.64316276,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones163_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones163_c001_th.jpg,
buildingprofile0038,,Horse Barn (First),,,1870,1900,500,,,,"The first Horse Barn was constructed in 1870 to fulfill the need for a stable. The brick structure included stalls, a loft, a harness room, and a granary. Funds for expansion were requested in 1897. The original Horse Barn was removed in 1900 to make way for a new barn. ",,,,First Horse Barn; Ames; Iowa,42.02767936,-93.64305904,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones027_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones027_001_th.jpg,
buildingprofile0039,,Workshop,,,1870,1898,5000,,,Machine Shop; Engine House; Carpenter Shop; Wash House,"The Workshop was built in 1870 at the request of President Welch for a space large enough to accommodate students who take Mechanic Arts courses. The two-story structure included an engine house and two laundry rooms until it was moved in 1885, at which point the laundry rooms were torn down and rebuilt. By 1894, the building was called The Carpenter and Pattern Shop and had experienced several small additions. Concerns for the condition of the Workshop were raised in 1893, but the building was not removed until 1898, after the completion of Building 'A' and the Carpenter Shop. ",,,,Workshop; Ames; Iowa,42.02575099,-93.65082908,,,,,,,,building,,/objects/small/workshop-crop_sm.jpg,/objects/thumbs/workshop-crop_th.jpg,
buildingprofile0040,,Experimental Barn,,,1894,1901,4000,Nourse & Hallett,Bisbee & Potter,Experiment Barn,"Built in 1894, the Experimental Barn supported the college’s growing farm and animal husbandry work. The barn had a short life, as a fire on October 25, 1901, burned down the Cattle and Experimental Barns.",,,,Experimental Barn; Ames; Iowa,42.02800498,-93.64184063,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/4-8-i_barns_224-3-1_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/4-8-i_barns_224-3-1_th.jpg,
buildingprofile0041,,Margaret Hall,,,1894,1938,50000,Nourse & Hallett,Whiting & Wood,Ladies Hall,"Margaret Hall was built between 1894 and 1895 as an undergraduate women’s residence hall, marking a major expansion of campus housing. The building included modern amenities and dining facilities and was fully occupied upon opening. From 1902 until 1906, Margaret Hall also housed the Botany Department after a fire in the Main Building. Several renovations were completed, including fire escapes in 1897 and 1903, lockers and shower baths in 1913, and a swimming pool in 1915. By 1929, the dining services in Margaret Hall were discontinued, and housing was reserved for graduate women. The building was destroyed by a fire on April 9, 1938. ",,,,Margaret Hall; Ames; Iowa,42.02823588,-93.64742791,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones235_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones235_c001_th.jpg,
buildingprofile0042,,Greenhouse,,,1896,1968,5142.5,Proudfoot & Bird,Lord & Burnham; M. Hullabarger; C.E. Atkinson,,"The Greenhouse was built in 1896, with an expansion added in 1903 to increase space for horticulture programs. Additional structures for potting and storage were added as the facility grew. The Greenhouse was removed between 1967 and 1968. ",,,,Greenhouse; Ames; Iowa,42.02772783,-93.64492194,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones187_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones187_c001_th.jpg,
buildingprofile0043,,"Building ""A""",,,1897,1973,3464,Hallett & Rawson,J.F. Atkinson & Bro.,Foundry,"Building ‘A’ was constructed in 1897 as a forge shop and foundry for the Mechanical Engineering Department. The building remained in use as a foundry until 1936, after which it served as the Technical Institution's headquarters. Building ‘A’ was removed in 1973.",,,,"Building ""A""; Ames; Iowa",42.02611299,-93.6505225,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/04-08-j_campusscenes_0332-04-003_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/04-08-j_campusscenes_0332-04-003_th.jpg,
buildingprofile0044,,Campanile,,,1897,,6510.2,George E. Hallett,J.F. Atkinson & Bro.,,"Construction of the Campanile began in 1897 and was originally intended to house a gift of ten bells from Professor E.W. Stanton in memory of Margaret McDonald Stanton. The tower was completed in 1898, the clock was added in 1899, and the chimes played for the first time in 1900. In 1929, twenty-six more bells were added, and the structure was named the Edgar W. and Margaret MacDonald Stanton Memorial Carillon of Bells. Thirteen treble bells were installed in 1956, and another in 1967, bringing the total to 50 bells. The Campanile stands 110 feet high. ",,,,Campanile; Ames; Iowa,42.02546004,-93.6460783,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/4-8-i_campanile_230-1-2_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/4-8-i_campanile_230-1-2_th.jpg,
buildingprofile0045,,Osborn Cottage,,,1882,,2000,J.B. Ballenger,V. Tomlinson,,"Osborn Cottage was built from 1882 to 1883 as one of two faculty residences. The house underwent multiple upgrades, including the installation of a furnace and storm windows in 1898, and the addition and repair of a porch in 1914 and 1920. A nearby shed was remodeled into a garage and sleeping porch in 1924. Osborn Cottage housed various professors and campus groups over time and was later used for programs such as the Student Alumni Association, the Landscape Architecture program, and the Honors Program.",,,,Osborn Cottage; Ames; Iowa,42.02537863,-93.64430779,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones202_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones202_c001_th.jpg,
buildingprofile0046,,Aerospace Laboratory,,,1898,1973,6596,,Zitterell & Atkinson,"Carpenter Shop, Pattern Shop, Aeronautical Engineering Laboratory","Built in 1898 and originally known as the Carpenter Shop, the Aerospace Laboratory provided students with tool-based instruction. It was later known as the Pattern Shop until 1932, and in 1934, its function shifted to the Aeronautical Engineering Laboratory. The building was removed in 1973.",,,,Aerospace Laboratory; Ames; Iowa,42.02629406,-93.65082714,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones232_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones232_c001_th.jpg,
buildingprofile0047,,Engineer's Cottage,,,1898,1970,3000,,W.M Rich,Edgerton House,"Engineer’s Cottage, often referred to as Edgerton House, was built in 1898 as a residence for J.J. Edgerton. It was updated with plumbing and steam heat in 1904 and 1913, moved in 1915, and housed several faculty members until it was razed in 1970.",,,,Engineer's Cottage; Ames; Iowa,42.02804189,-93.64487789,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones226_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones226_c001_th.jpg,
buildingprofile0048,,Kildee Cottage,,,1900,1973,5050,,,Cessna Cottage,"Kildee Cottage was built in 1900 and first occupied in 1901 by Dr. O.H. Cessna under a campus lease agreement. The house was purchased by the college in the spring of 1915, and it later became the longtime residence of Herbert H. Kildee. After 1965, Kildee Cottage served as the headquarters for the building services section of the Physical Plant before being removed in 1973.",,,,Kildee Cottage; Ames; Iowa,42.0232781,-93.64232264,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones191_c001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones191_c001_th.jpg,
buildingprofile0049,,The Knoll,,,1900,,41623,"Liebbe, Nourse, & Rasmussen; Bernard J. Slater",C.R. Cushman,President's House,"The Knoll was built from 1900 to 1901 as the official residence for the college president, but it served multiple roles over time, including temporary use by the Music Department. The house underwent numerous renovations and expansions, including the addition of the garage and porch. Although its future use was debated, the Knoll was remodeled in 1966 and continued as the president’s residence. ",,,,The Knoll; Ames; Iowa,42.0237305,-93.6436632,,,,,,,,building,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/4-8-i_knoll_195-7-2_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/4-8-i_knoll_195-7-2_th.jpg,
