objectid,parentid,title,creator,date,year_started,year_gone,valuation,architect,contractor,alternate_names,description,buildings_present,day_book_excerpt,subject,location,latitude,longitude,filename,original_filename,source,identifier,format,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text
cornerstones0089,,"Knoll, 1910-1915",Iowa State University,1910,,,,,,,The northeast corner of the Knoll is in the center of this image. Ivy covers the tower and a horse and carriage is parked under the porte cochere. ,Knoll; Looking south-southwest,,,Knoll; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/4-8-i_knoll_195-7-2.jpg,,"Iowa State University. Facilities Planning and Management records, 1859 - 2015",universityphotographs696,image/jpeg,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/ ,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/4-8-i_knoll_195-7-2.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/4-8-i_knoll_195-7-2_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/4-8-i_knoll_195-7-2_th.jpg,
cornerstones0090,,"Motor truck second section, 1918",Iowa State University,1918,,,,,,,"A unit of U.S. soldiers from Missouri, the ""Motor Truck Second Section."" Twenty seven men and two dogs are posed for a photograph by a military transport vehicle. The truck's canvas cover is stenciled with the insignia ""U.S.Q.M.C."" The tower of the Laboratory of Mechanics, the Student Services Building, and the West Boarding Cottage can be seen in the background.","Left to Right: Laboratory of Mechanics, Student Services Building, and Boarding Cottage West. Looking north-northeast.",,,Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/13-16-e_wwone_1108-2-2.jpg,,"James Rush Lincoln papers, 1863 - 1964",universityphotographs231,image/jpeg,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/ ,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/13-16-e_wwone_1108-2-2.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/13-16-e_wwone_1108-2-2_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/13-16-e_wwone_1108-2-2_th.jpg,
cornerstones0091,,Botany class in North Hall,Iowa State University,1890,,,,,,,"The Botany class is sitting in a North Hall classroom. The women students are sitting near the front of the room. Microscopes, books, and some flowers are in vases on the instructor's desk. ",North Hall interior,,,North Hall; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/13-5-f_botany_1039-4-1.jpg,,"Iowa State University. Department of Botany records, 1886 - 2014, undated",universityphotographs1797,image/jpeg,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/ ,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/13-5-f_botany_1039-4-1.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/13-5-f_botany_1039-4-1_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/13-5-f_botany_1039-4-1_th.jpg,
cornerstones0092,,"High-level view of Margaret Hall, Carrie Chapman Catt Hall, and Morrill Hall",,,,,,,,,"High-level view of Margaret Hall, Carrie Chapman Catt Hall, and Morrill Hall.","Left to Right: Bevier House, North Hall, Margaret Hall, Teamster's Cottage #2, Botany Hall, Morrill Hall, and Mortensen Cottage. Looking northwest.",,,Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/04-08-j_campusscenes_0339-03-003.jpg,,"Iowa State University. Facilities Planning and Management records, 1859 - 2015",universityphotographs2271,image/jpeg,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/ ,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/04-08-j_campusscenes_0339-03-003.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/04-08-j_campusscenes_0339-03-003_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/04-08-j_campusscenes_0339-03-003_th.jpg,
cornerstones0093,,"Carrie Chapman Catt Hall (Agricultural Hall) in winter, 1918",Iowa State University,1918,,,,,,,This winter scene depicts Catt Hall with the surrounding trees in the foreground. MacKay and Margaret Halls can also be seen. ,"Left to Right: Margaret Hall, North Hall, MacKay Hall, Botany Hall, Greenhouse (East of Botany Hall), Horticulture Hall and Greenhouse, Quadrangle, and Serum Plant. Looking north-northwest.",,,Botany Hall; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/4-8-i_catthall_234-1-5.jpg ,,"Iowa State University. Facilities Planning and Management records, 1859 - 2015",universityphotographs163,image/jpeg,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/ ,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/4-8-i_catthall_234-1-5.jpg ,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/4-8-i_catthall_234-1-5_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/4-8-i_catthall_234-1-5_th.jpg,
cornerstones0094,,"Photograph of North Hall, which housed the Veterinary Division and Botany Department from 1880 - 1885",Iowa State University. College of Veterinary Medicine,1890,,,,,,,,North Hall; Looking north-northwest.,,,North Hall; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/vetmed/rs014-001-009b016f001i005.jpg,,Iowa State University. College of Veterinary Medicine records. Photographs,vetmed0594,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/vetmed/rs014-001-009b016f001i005.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/vetmed/small/rs014-001-009b016f001i005_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/vetmed/thumbs/rs014-001-009b016f001i005_th.jpg,
cornerstones0095,,"View of Engineering Hall, Power Station, and State Gymnasium, March 2, 1923",,1923-03-02,,,,,,,"Engineering Hall I (later known as Laboratory of Mechanics) is the second building to the left of the Power Plant. State Gymnasium and Clyde Williams Field are in the background to the right, March 2, 1923.","Left to Right: Student Services, Laboratory of Mechanics, Power Station, Beyer House, Building A, State Gym, Machine Shop, and Aerospace Laboratory.  Looking south-southwest.",,,Laboratory of Mechanics; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/04-08-j_campusscenes_0332-08-002.jpg,,"Iowa State University. Facilities Planning and Management records, 1859 - 2015",universityphotographs2295,image/jpeg,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/04-08-j_campusscenes_0332-08-002.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/04-08-j_campusscenes_0332-08-002_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/04-08-j_campusscenes_0332-08-002_th.jpg,
cornerstones0096,,"Campanile in winter, 1948",Iowa State University,1949,,,,,,,"The Campanile in January 1949. Long shadows play on the snow between the camera and the tower. The clock shows 10:10. Sloss House can be seen to the left of the Campanile, both enshrouded by trees. ","Left to Right: Curtiss Hall, Sloss House, and Campanile. Looking east.",,,Campanile; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/4-8-i_campanile_230-6-5.jpg,,"Iowa State University. Facilities Planning and Management records, 1859 - 2015",universityphotographs490,image/jpeg,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/4-8-i_campanile_230-6-5.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/4-8-i_campanile_230-6-5_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/4-8-i_campanile_230-6-5_th.jpg,
cornerstones0097,,Photograph of Sloss House,,1987,,,,,,,"Photograph of the Sloss House, home to the Sloss Women's Center since 1981. ",Sloss House; Looking east.,,,Sloss House; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/weareisu/rs0408ib0212i001.jpg,,University Photographs,weareisu41,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/weareisu/rs0408ib0212i001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/weareisu/small/rs0408ib0212i001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/weareisu/thumbs/rs0408ib0212i001_th.jpg,
cornerstones0098,,"Old Main, Morrill Hall, and Margaret Hall",,,,,,,,,"Old Main, Morrill Hall, and Margaret Hall.","Left to Right: Main Building, Morrill Hall, Farm Boarding Club, and Margaret Hall. Looking north-northwest.",,,Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/04-08-j_campusscenes_0332-03-008.jpg,,"Iowa State University. Facilities Planning and Management records, 1859 - 2015",universityphotographs2242,image/jpeg,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/04-08-j_campusscenes_0332-03-008.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/04-08-j_campusscenes_0332-03-008_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/04-08-j_campusscenes_0332-03-008_th.jpg,
cornerstones0099,,Morrill Hall and Hub,,,,,,,,,"Morrill Hall is at the center of this campus view. The Hub is to the left and was used as a post office, bookstore, and depot station for the Ames and College Railway. ","Left to Right: Cemetery, The Hub, Morrill Hall, Farm Boarding Club,  and Central Station. Looking northwest.",,,Morrill Hall; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/04-08-j_campusscenes_0332-06-009.jpg,,"Iowa State University. Facilities Planning and Management records, 1859 - 2015",universityphotographs2307,image/jpeg,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/04-08-j_campusscenes_0332-06-009.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/04-08-j_campusscenes_0332-06-009_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/04-08-j_campusscenes_0332-06-009_th.jpg,
cornerstones0100,,"Morrill Hall, 1920-1930",Iowa State University,1920,,,,,,,A crowd is gathered along Morrill Road in front of Morrill Hall and Central Building (Beardshear Hall). A small tent appears between the two buildings. A period automobile is visible near the English Office Building in the background.,"Left to Right: English Office Building, Beardshear Hall, and Morrill Hall. Looking south-southwest.",,,Morrill Hall; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/4-8-i_morrill_273-5-1.jpg,,"Iowa State University. Facilities Planning and Management records, 1859 - 2015",universityphotographs649,image/jpeg,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/4-8-i_morrill_273-5-1.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/4-8-i_morrill_273-5-1_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/4-8-i_morrill_273-5-1_th.jpg,
cornerstones0101,,"Beardshear Hall (Central Building), aerial view",Iowa State University,1906,,,,,,,"An aerial view of Beardshear Hall and the English Office Building, showing the top of the Marston Water Tower behind Beardshear Hall","Left to Right: Laboratory of Mechanics, Chemical and Physical Laboratory, English Office Building, Power Station, Building B, Building A, Aerospace Laboratory, and Beardshear Hall. Looking west-northwest.",,,Beardshear Hall; Ames; Iowa ,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/4-8-i_beardshear_227-5-3.jpg,,"Iowa State University. Facilities Planning and Management records, 1859 - 2015",universityphotographs439,image/jpeg,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/4-8-i_beardshear_227-5-3.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/4-8-i_beardshear_227-5-3_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/4-8-i_beardshear_227-5-3_th.jpg,
cornerstones0102,,"State Gymnasium view from Union Drive, 1913",Iowa State University,1913-12-05,,,,,,,"The State Gymnasium is viewed from the intersection of Welch Road and Union Drive, looking west, with the College Hospital on the right. A wagon with two horses is driving on the road that passes by a grove of trees where Friley Hall now stands. Surrounding trees and houses on the west side of campus are also visible. ",Left to Right: State Gymnasium and Boarding Cottage West. Looking west-northwest.,,,State Gymnasium; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/04-08-i-stategym-283-01-006.jpg,,"Iowa State University. Facilities Planning and Management records, 1859 - 2015",universityphotographs1869,image/jpeg,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/04-08-i-stategym-283-01-006.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/04-08-i-stategym-283-01-006_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/04-08-i-stategym-283-01-006_th.jpg,
cornerstones0103,,Agricultural Experiment Barn fire,Iowa State University,1901,,,,,,,The fire at the Iowa Agricultural College Experiment Barn in 1901. The building was of frame construction with a gable roof. Flames are engulfing the roof as a number of onlookers watch. ,Experimental Barn; Looking northeast.,,,Experimental Barn; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/4-8-i_barns_224-3-1.jpg ,,"Iowa State University. Facilities Planning and Management records, 1859 - 2015",universityphotographs146,image/jpeg,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/4-8-i_barns_224-3-1.jpg ,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/4-8-i_barns_224-3-1_sm.jpg ,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/4-8-i_barns_224-3-1_th.jpg ,
cornerstones0104,,Shropshire and Rambouillet sheep,Iowa State University,,,,,,,,A flock of Shropshire and Rambouillet sheep appear in this photograph along with the Hog Barn in the distance. The Farm Crops Laboratory can be seen in the background to the right side in the photograph.,"Left to Right: Hog House, Agronomy Farm Crops Laboratory, Carpenter Shop, Hog House, unidentified shack. Sheep in foreground are in the college Creek floodplain.",,,Hog Houses; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/4-8-i_barns_224-4-1.jpg,,"Iowa State University. Facilities Planning and Management records, 1859 - 2015",universityphotographs148,image/jpeg,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/4-8-i_barns_224-4-1.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/4-8-i_barns_224-4-1_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/4-8-i_barns_224-4-1_th.jpg,
cornerstones0105,,Swine Barn in winter,Iowa State University,,,,,,,,"In a wintertime scene, the Hog Barn is seen in the distance through the trees. According to an interoffice communication from William F. LaGrange this photograph shows the barn as located on the north side of fampus in the early 1920's, north of the Women's Gym and close to the railroad tracks. The road shown in the photograph came up to the Dairy Building and the Agricultural Annex.",Hog Barn (Hog Houses); Looking northeast.,,,Hog Houses; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/4-8-i_barns_224-4-2.jpg ,,"Iowa State University. Facilities Planning and Management records, 1859 - 2015",universityphotographs149,image/jpeg,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/4-8-i_barns_224-4-2.jpg ,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/4-8-i_barns_224-4-2_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/4-8-i_barns_224-4-2_th.jpg,
cornerstones0106,,Horse Barn,Iowa State University,,,,,,,,"The brick Horse Barn on the left, built around 1900, with the Iowa Agricultural College Experiment Barn and the Judging Pavilion on the right. Two beef cattle are shown being led into the Pavilion as several men also approacch the area. ","Left to Right: Landscape Architecture, Theater Workshop, Experiment Station Barn, and Agronomy Farm Crops Laboratory. Looking east-northeast.",,,Landscape Architecture; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/4-8-i_barns_224-6-5.jpg ,,"Iowa State University. Facilities Planning and Management records, 1859 - 2015",universityphotographs158,image/jpeg,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/4-8-i_barns_224-6-5.jpg ,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/4-8-i_barns_224-6-5_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/4-8-i_barns_224-6-5_th.jpg,
cornerstones0107,,"Mule-driven threshing machine, 1931",Iowa State University,1931,,,,,,,A twenty-mule team pulling a threshing machine. Six men are driving and working the machine while one walks alongside the mule team.,"Left to Right: Coburn House, Science Hall, Physics Hall, Botany Hall, Norton House, Beyer House, Gilman Hall, Georgia White House, Davidson Hall, and Beardshear Hall. Looking south-southeast.",,,Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/9-7-m_agriculturalmachinery_561-2-1.jpg ,,"Iowa State University. Department of Agricultural and Biosystems Engineering records, 1903-2014, undated",universityphotographs533,image/jpeg,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/9-7-m_agriculturalmachinery_561-2-1.jpg ,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/9-7-m_agriculturalmachinery_561-2-1_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/9-7-m_agriculturalmachinery_561-2-1_th.jpg,
cornerstones0108,,Carrie Chapman Catt Hall (Agricultural Hall),Iowa State University,,,,,,,,"Several men on a float hitched to a pair of horses. Two other horses are hitched to a piece of farming equipment. The west-side of the original building and the 1903 north addition are in the background. The photograph has been stamped in ink ""FILEPRINT NOT TO BE REMOVED FROM THIS FILE.""",Left to Right: Farm Mechanics and Soil Physics Building and Botany Hall. Looking east-southeast.,,,Botany Hall; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/4-8-i_catthall_234-5-5.jpg ,,"Iowa State University. Facilities Planning and Management records, 1859 - 2015",universityphotographs198,image/jpeg,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/4-8-i_catthall_234-5-5.jpg ,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/4-8-i_catthall_234-5-5_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/4-8-i_catthall_234-5-5_th.jpg,
cornerstones0109,,Old Agriculture Hall,Iowa State University,,,,,,,,The front of Catt Hall with the greenhouse to the right. Trees in the foreground frame the scene.,Left to Right: Botany Hall and Greenhouse (East of Botany Hall). Looking north-northeast.,,,Botany Hall; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/4-8-i_catthall_234-7-3.jpg ,,"Iowa State University. Facilities Planning and Management records, 1859 - 2015",universityphotographs197,image/jpeg,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/4-8-i_catthall_234-7-3.jpg ,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/4-8-i_catthall_234-7-3_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/4-8-i_catthall_234-7-3_th.jpg,
cornerstones0110,,Carrie Chapman Catt Hall,Iowa State University,,,,,,,,The front of Catt Hall. The greenhouse and part of the Horticulture building can be clearly seen.,"Left to Right: Botany Hall, Greenhouse (East of Botany Hall), Horticulture Lab (Old). Looking northeast.",,,Botany Hall; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/4-8-i_catthall_234-6-8.jpg,,"Iowa State University. Facilities Planning and Management records, 1859 - 2015",universityphotographs194,image/jpeg,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/4-8-i_catthall_234-6-8.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/4-8-i_catthall_234-6-8_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/4-8-i_catthall_234-6-8_th.jpg,
cornerstones0111,,Carrie Chapman Catt Hall,Iowa State University,,,,,,,,The side of Catt Hall and the greenhouse building beside it. The surrounding foliage obscures parts of both buildings.,"Left to Right: Botany Hall, Greenhouse (East of Botany Hall), and Horticulture Laboratory (Old). Looking west-northwest.",,,Botany Hall; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/4-8-i_catthall_234-5-4-2.jpg ,,"Iowa State University. Facilities Planning and Management records, 1859 - 2015",universityphotographs192,image/jpeg,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/4-8-i_catthall_234-5-4-2.jpg ,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/4-8-i_catthall_234-5-4-2_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/4-8-i_catthall_234-5-4-2_th.jpg ,
cornerstones0112,,Carrie Chapman Catt Hall,Iowa State University,,,,,,,,The front of Catt Hall although part of the building is obscured by trees. An artillery cannon and railroad tracks are in the foreground. Several individuals in period dress are standing on the stairs and sidewalk in front of the building.,Left to Right: Botany Hall and Greenhouse (East of Botany Hall). Looking north-northeast.,,,Botany Hall; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/4-8-i_catthall_234-6-4.jpg,,"Iowa State University. Facilities Planning and Management records, 1859 - 2015",universityphotographs189,image/jpeg,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/4-8-i_catthall_234-6-4.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/4-8-i_catthall_234-6-4_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/4-8-i_catthall_234-6-4_th.jpg,
cornerstones0113,,Carrie Chapman Catt Hall,Iowa State University,,,,,,,,The side of Catt Hall with an open sliding door. Several individuals are standing in front of the door.,Farm Mechanics and Soil Physics Building addition to Botany Hall. Looking west-northwest.,,,Botany Hall; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/4-8-i_catthall_234-5-7.jpg,,"Iowa State University. Facilities Planning and Management records, 1859 - 2015",universityphotographs185,image/jpeg,"This item is protected by copyright and related rights. You are free to use this item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses, please obtain permission from Iowa State University Library Special Collections and University Archives.",http://rightsstatements.org/vocab/InC/1.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/4-8-i_catthall_234-5-7.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/4-8-i_catthall_234-5-7_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/4-8-i_catthall_234-5-7_th.jpg,
